"var1","var2","var3","var4","var5", "var6"
"1","h",1.65092495564429,2.85039048898034,15,"West Virginia"
"2","x",1.14280617543101,4.49376151966862,10,"Wyoming"
"3","r",1.78215576322787,6.69853102916386,25,"New York"
"4","h",-0.34574709679183,6.50087504426483,31,"Pennsylvania"
"5","p",0.7927976546703,4.74125213525258,24,"Vermont"
"6","t",0.688160712785229,6.32882038154639,34,"North Dakota"
"7","t",-0.727621692069089,9.16979746322613,12,"Michigan"
"8","x",1.59669490168053,7.11022495897487,45,"Montana"
"9","c",-1.30025540744507,9.12417338066734,30,"Maryland"
"10","d",-0.149868144726149,8.24039598694071,46,"Colorado"
"11","t",-0.341865423387765,2.75624271528795,18,"Illinois"
"12","z",-0.207649635662404,7.79923962953035,35,"North Carolina"
"13","j",-0.512510296243239,2.97201014729217,10,"North Carolina"
"14","b",0.593160973686954,4.8056030102307,13,"Tennessee"
"15","i",0.546955225800293,6.71928204025608,32,"Georgia"
"16","y",0.755049025598691,8.32545990869403,28,"Ohio"
"17","t",-0.186847586663743,4.55895440967288,41,"Maine"
"18","y",-0.435665478796185,2.28247088915668,24,"Washington"
"19","j",0.248358932764436,5.94785994081758,20,"New Mexico"
"20","x",-1.16946311320998,5.03695162886288,21,"Kentucky"
"21","k",-0.0507911260105809,1.64707754203118,17,"Utah"
"22","m",-1.42409991084724,5.93718954338692,26,"Arizona"
"23","d",-1.96294584667228,6.13472473039292,49,"North Carolina"
"24","h",0.288970547515549,7.87362730177119,40,"Alaska"
"25","k",-0.146871398485863,3.25895838392898,32,"South Carolina"
"26","h",2.57806615477245,6.70520947361365,39,"Louisiana"
"27","v",-0.276002734221235,5.55731494387146,14,"Massachusetts"
"28","f",0.411355442865887,6.18441038334277,11,"Maryland"
"29","g",-1.08888661075705,7.91488493967336,34,"Ohio"
"30","u",0.504778302212025,7.70098850945942,17,"Massachusetts"
"31","b",-0.66912272101778,2.7253775751451,40,"Connecticut"
"32","t",-0.0884233491772119,1.73447995132301,11,"Pennsylvania"
"33","j",0.849034049460891,8.07253333053086,11,"Mississippi"
"34","a",2.09146900735485,4.96978331590071,48,"New Jersey"
"35","a",-0.494702049450649,5.29079493356403,39,"Rhode Island"
"36","v",0.213775964893819,4.22336967347655,20,"New York"
"37","z",-1.90195214413201,7.52668980590533,12,"Wisconsin"
"38","e",-2.13281245353741,4.52355906949379,32,"New York"
"39","x",-0.49372753979627,2.32229929114692,14,"Kansas"
"40","d",0.234289375706979,8.02258318802342,48,"Wyoming"
"41","t",0.970014452944417,5.1589559254935,31,"Arkansas"
"42","a",-0.776116324929382,4.76268332567997,19,"Oregon"
"43","o",1.18318123098111,8.95920954516623,17,"Delaware"
"44","c",-0.479475658103227,2.26013468031306,20,"Washington"
"45","t",-0.784004321875706,8.71691988268867,44,"Colorado"
"46","v",-0.181584788773857,5.48063299036585,28,"Kansas"
"47","s",0.66148566137402,6.86579601326957,17,"Virginia"
"48","t",-0.473592011595552,6.94853989826515,48,"North Dakota"
"49","c",-0.149058754894558,6.46051262645051,30,"Wyoming"
"50","l",0.714762907273036,3.74525693850592,33,"Pennsylvania"
"51","x",1.35964026182114,2.41254550346639,48,"Florida"
"52","h",0.788956044353429,9.16522211488336,18,"Idaho"
"53","c",0.494655594065428,5.37597891304176,35,"Connecticut"
"54","b",0.274278673612364,5.73446159658488,24,"New Jersey"
"55","a",1.1150447964047,3.67084815166891,44,"Utah"
"56","a",0.779000375668729,8.81555890850723,38,"Colorado"
"57","b",1.57708023254022,7.58978135522921,23,"Oklahoma"
"58","u",0.478776535964223,8.92425629938953,20,"Vermont"
"59","l",1.06411649778511,7.19171697145794,18,"New Jersey"
"60","h",-1.24266045099765,9.40048404654954,19,"Colorado"
"61","n",-0.21286431673202,6.42120513296686,37,"Vermont"
"62","l",0.372092593313639,4.84431672620121,24,"Connecticut"
"63","s",-1.90770653012927,7.42065920494497,33,"Michigan"
"64","i",-1.02787571731086,1.58343097113539,39,"Vermont"
